2023-05-22 18:45: Experiment log path in: C:\Users\Jesse\Desktop\´ð±ç\Traffic_models\TARGCN_db\model\experiments\PEMS03\20230522184510
2023-05-22 20:07: Train Epoch 42: 300/490 Loss: 12.568674
2023-05-22 20:07: Train Epoch 42: 320/490 Loss: 12.965615
2023-05-22 20:07: Train Epoch 42: 340/490 Loss: 13.341070
2023-05-22 20:07: Train Epoch 42: 360/490 Loss: 13.801572
2023-05-22 20:07: Train Epoch 42: 380/490 Loss: 12.869661
2023-05-22 20:08: Train Epoch 42: 400/490 Loss: 13.044457
2023-05-22 20:08: Train Epoch 42: 420/490 Loss: 12.350966
2023-05-22 20:08: Train Epoch 42: 440/490 Loss: 13.314976
2023-05-22 20:08: Train Epoch 42: 460/490 Loss: 12.662958
2023-05-22 20:08: Train Epoch 42: 480/490 Loss: 12.690380
2023-05-22 20:08: **********Train Epoch 42: averaged Loss: 12.894493, tf_ratio: 1.000000
2023-05-22 20:08: **********Val Epoch 42: average Loss: 14.128551
2023-05-22 20:08: ******Current best model saved:model_para/PEMS03/epoch_42.pth!
2023-05-22 20:08: Train Epoch 43: 0/490 Loss: 12.162333
2023-05-22 20:08: Train Epoch 43: 20/490 Loss: 13.168685
2023-05-22 20:08: Train Epoch 43: 40/490 Loss: 13.546349
2023-05-22 20:08: Train Epoch 43: 60/490 Loss: 12.751312
2023-05-22 20:08: Train Epoch 43: 80/490 Loss: 12.726829
2023-05-22 20:08: Train Epoch 43: 100/490 Loss: 13.597372
2023-05-22 20:08: Train Epoch 43: 120/490 Loss: 12.340271
2023-05-22 20:09: Train Epoch 43: 140/490 Loss: 11.842346
2023-05-22 20:09: Train Epoch 43: 160/490 Loss: 13.409452
2023-05-22 20:09: Train Epoch 43: 180/490 Loss: 12.205381
2023-05-22 20:09: Train Epoch 43: 200/490 Loss: 11.686985
2023-05-22 20:09: Train Epoch 43: 220/490 Loss: 12.065205
2023-05-22 20:09: Train Epoch 43: 240/490 Loss: 13.153565
2023-05-22 20:09: Train Epoch 43: 260/490 Loss: 11.528131
2023-05-22 20:09: Train Epoch 43: 280/490 Loss: 11.741173
2023-05-22 20:09: Train Epoch 43: 300/490 Loss: 12.983041
2023-05-22 20:09: Train Epoch 43: 320/490 Loss: 13.171634
2023-05-22 20:09: Train Epoch 43: 340/490 Loss: 12.662071
2023-05-22 20:09: Train Epoch 43: 360/490 Loss: 12.473472
2023-05-22 20:09: Train Epoch 43: 380/490 Loss: 11.669089
2023-05-22 20:09: Train Epoch 43: 400/490 Loss: 13.577728
2023-05-22 20:10: Train Epoch 43: 420/490 Loss: 12.608074
2023-05-22 20:10: Train Epoch 43: 440/490 Loss: 14.219945
2023-05-22 20:10: Train Epoch 43: 460/490 Loss: 12.693097
2023-05-22 20:10: Train Epoch 43: 480/490 Loss: 14.076640
2023-05-22 20:10: **********Train Epoch 43: averaged Loss: 12.874677, tf_ratio: 1.000000
2023-05-22 20:10: **********Val Epoch 43: average Loss: 14.133171
2023-05-22 20:10: Train Epoch 44: 0/490 Loss: 12.677775
2023-05-22 20:10: Train Epoch 44: 20/490 Loss: 12.121082
2023-05-22 20:10: Train Epoch 44: 40/490 Loss: 12.938853
2023-05-22 20:10: Train Epoch 44: 60/490 Loss: 14.131397
2023-05-22 20:10: Train Epoch 44: 80/490 Loss: 13.330222
2023-05-22 20:10: Train Epoch 44: 100/490 Loss: 12.862285
2023-05-22 20:10: Train Epoch 44: 120/490 Loss: 13.039188
2023-05-22 20:10: Train Epoch 44: 140/490 Loss: 12.593876
2023-05-22 20:11: Train Epoch 44: 160/490 Loss: 13.392848
2023-05-22 20:11: Train Epoch 44: 180/490 Loss: 13.373165
2023-05-22 20:11: Train Epoch 44: 200/490 Loss: 13.660254
2023-05-22 20:11: Train Epoch 44: 220/490 Loss: 13.013198
2023-05-22 20:11: Train Epoch 44: 240/490 Loss: 13.174890
2023-05-22 20:11: Train Epoch 44: 260/490 Loss: 13.065576
2023-05-22 20:11: Train Epoch 44: 280/490 Loss: 12.729703
2023-05-22 20:11: Train Epoch 44: 300/490 Loss: 12.694584
2023-05-22 20:11: Train Epoch 44: 320/490 Loss: 12.851693
2023-05-22 20:11: Train Epoch 44: 340/490 Loss: 11.597270
2023-05-22 20:11: Train Epoch 44: 360/490 Loss: 12.740164
2023-05-22 20:11: Train Epoch 44: 380/490 Loss: 12.784587
2023-05-22 20:11: Train Epoch 44: 400/490 Loss: 13.660332
2023-05-22 20:11: Train Epoch 44: 420/490 Loss: 12.908761
2023-05-22 20:12: Train Epoch 44: 440/490 Loss: 13.638904
2023-05-22 20:12: Train Epoch 44: 460/490 Loss: 11.838946
2023-05-22 20:12: Train Epoch 44: 480/490 Loss: 13.232080
2023-05-22 20:12: **********Train Epoch 44: averaged Loss: 12.870111, tf_ratio: 1.000000
2023-05-22 20:12: **********Val Epoch 44: average Loss: 14.231235
2023-05-22 20:12: Train Epoch 45: 0/490 Loss: 13.621232
2023-05-22 20:12: Train Epoch 45: 20/490 Loss: 13.776640
2023-05-22 20:12: Train Epoch 45: 40/490 Loss: 12.714037
2023-05-22 20:12: Train Epoch 45: 60/490 Loss: 12.962128
2023-05-22 20:12: Train Epoch 45: 80/490 Loss: 11.567727
2023-05-22 20:12: Train Epoch 45: 100/490 Loss: 13.917027
2023-05-22 20:12: Train Epoch 45: 120/490 Loss: 14.075185
2023-05-22 20:12: Train Epoch 45: 140/490 Loss: 13.929514
2023-05-22 20:12: Train Epoch 45: 160/490 Loss: 11.972563
2023-05-22 20:13: Train Epoch 45: 180/490 Loss: 12.611940
2023-05-22 20:13: Train Epoch 45: 200/490 Loss: 13.113235
2023-05-22 20:13: Train Epoch 45: 220/490 Loss: 12.143226
2023-05-22 20:13: Train Epoch 45: 240/490 Loss: 12.945234
2023-05-22 20:13: Train Epoch 45: 260/490 Loss: 13.334659
2023-05-22 20:13: Train Epoch 45: 280/490 Loss: 13.677993
2023-05-22 20:13: Train Epoch 45: 300/490 Loss: 13.555739
2023-05-22 20:13: Train Epoch 45: 320/490 Loss: 12.993971
2023-05-22 20:13: Train Epoch 45: 340/490 Loss: 13.239079
2023-05-22 20:13: Train Epoch 45: 360/490 Loss: 13.552336
2023-05-22 20:13: Train Epoch 45: 380/490 Loss: 12.499465
2023-05-22 20:13: Train Epoch 45: 400/490 Loss: 12.376766
2023-05-22 20:13: Train Epoch 45: 420/490 Loss: 12.150588
2023-05-22 20:14: Train Epoch 45: 440/490 Loss: 12.965983
2023-05-22 20:14: Train Epoch 45: 460/490 Loss: 12.763223
2023-05-22 20:14: Train Epoch 45: 480/490 Loss: 13.236341
2023-05-22 20:14: **********Train Epoch 45: averaged Loss: 12.835872, tf_ratio: 1.000000
2023-05-22 20:14: **********Val Epoch 45: average Loss: 14.106180
2023-05-22 20:14: ******Current best model saved:model_para/PEMS03/epoch_45.pth!
2023-05-22 20:14: Train Epoch 46: 0/490 Loss: 13.112164
2023-05-22 20:14: Train Epoch 46: 20/490 Loss: 13.282642
2023-05-22 20:14: Train Epoch 46: 40/490 Loss: 13.515831
2023-05-22 20:14: Train Epoch 46: 60/490 Loss: 12.470505
2023-05-22 20:14: Train Epoch 46: 80/490 Loss: 11.936844
2023-05-22 20:14: Train Epoch 46: 100/490 Loss: 13.618548
2023-05-22 20:14: Train Epoch 46: 120/490 Loss: 12.304955
2023-05-22 20:14: Train Epoch 46: 140/490 Loss: 12.887156
2023-05-22 20:14: Train Epoch 46: 160/490 Loss: 13.516758
2023-05-22 20:15: Train Epoch 46: 180/490 Loss: 12.922103
2023-05-22 20:15: Train Epoch 46: 200/490 Loss: 12.461684
2023-05-22 20:15: Train Epoch 46: 220/490 Loss: 12.977201
2023-05-22 20:15: Train Epoch 46: 240/490 Loss: 13.110231
2023-05-22 20:15: Train Epoch 46: 260/490 Loss: 12.249493
2023-05-22 20:15: Train Epoch 46: 280/490 Loss: 11.761720
2023-05-22 20:15: Train Epoch 46: 300/490 Loss: 11.557330
2023-05-22 20:15: Train Epoch 46: 320/490 Loss: 13.253913
2023-05-22 20:15: Train Epoch 46: 340/490 Loss: 13.267174
2023-05-22 20:15: Train Epoch 46: 360/490 Loss: 11.855806
2023-05-22 20:15: Train Epoch 46: 380/490 Loss: 12.315033
2023-05-22 20:15: Train Epoch 46: 400/490 Loss: 11.389172
2023-05-22 20:15: Train Epoch 46: 420/490 Loss: 12.135262
2023-05-22 20:15: Train Epoch 46: 440/490 Loss: 13.196497
2023-05-22 20:16: Train Epoch 46: 460/490 Loss: 12.248950
2023-05-22 20:16: Train Epoch 46: 480/490 Loss: 13.174066
2023-05-22 20:16: **********Train Epoch 46: averaged Loss: 12.787807, tf_ratio: 1.000000
2023-05-22 20:16: **********Val Epoch 46: average Loss: 14.109948
2023-05-22 20:16: Train Epoch 47: 0/490 Loss: 11.941377
2023-05-22 20:16: Train Epoch 47: 20/490 Loss: 12.620093
2023-05-22 20:16: Train Epoch 47: 40/490 Loss: 12.678842
2023-05-22 20:16: Train Epoch 47: 60/490 Loss: 13.415357
2023-05-22 20:16: Train Epoch 47: 80/490 Loss: 13.230053
2023-05-22 20:16: Train Epoch 47: 100/490 Loss: 11.685458
2023-05-22 20:16: Train Epoch 47: 120/490 Loss: 13.715768
2023-05-22 20:16: Train Epoch 47: 140/490 Loss: 12.549171
2023-05-22 20:16: Train Epoch 47: 160/490 Loss: 13.293572
2023-05-22 20:16: Train Epoch 47: 180/490 Loss: 13.376888
2023-05-22 20:17: Train Epoch 47: 200/490 Loss: 13.440537
2023-05-22 20:17: Train Epoch 47: 220/490 Loss: 12.588211
2023-05-22 20:17: Train Epoch 47: 240/490 Loss: 13.799385
2023-05-22 20:17: Train Epoch 47: 260/490 Loss: 14.076974
2023-05-22 20:17: Train Epoch 47: 280/490 Loss: 13.093472
2023-05-22 20:17: Train Epoch 47: 300/490 Loss: 13.603949
2023-05-22 20:17: Train Epoch 47: 320/490 Loss: 12.482013
2023-05-22 20:17: Train Epoch 47: 340/490 Loss: 14.791272
2023-05-22 20:17: Train Epoch 47: 360/490 Loss: 12.806159
2023-05-22 20:17: Train Epoch 47: 380/490 Loss: 11.383087
2023-05-22 20:17: Train Epoch 47: 400/490 Loss: 13.115571
2023-05-22 20:17: Train Epoch 47: 420/490 Loss: 13.142061
2023-05-22 20:17: Train Epoch 47: 440/490 Loss: 13.920105
2023-05-22 20:17: Train Epoch 47: 460/490 Loss: 12.925439
2023-05-22 20:18: Train Epoch 47: 480/490 Loss: 12.902034
2023-05-22 20:18: **********Train Epoch 47: averaged Loss: 12.778339, tf_ratio: 1.000000
2023-05-22 20:18: **********Val Epoch 47: average Loss: 14.279796
2023-05-22 20:18: Train Epoch 48: 0/490 Loss: 11.920415
2023-05-22 20:18: Train Epoch 48: 20/490 Loss: 12.831885
2023-05-22 20:18: Train Epoch 48: 40/490 Loss: 12.903131
2023-05-22 20:18: Train Epoch 48: 60/490 Loss: 14.108078
2023-05-22 20:18: Train Epoch 48: 80/490 Loss: 12.610615
2023-05-22 20:18: Train Epoch 48: 100/490 Loss: 12.442514
2023-05-22 20:18: Train Epoch 48: 120/490 Loss: 11.992664
2023-05-22 20:18: Train Epoch 48: 140/490 Loss: 12.418106
2023-05-22 20:18: Train Epoch 48: 160/490 Loss: 13.179165
2023-05-22 20:18: Train Epoch 48: 180/490 Loss: 12.293211
2023-05-22 20:19: Train Epoch 48: 200/490 Loss: 11.701315
2023-05-22 20:19: Train Epoch 48: 220/490 Loss: 14.008970
2023-05-22 20:19: Train Epoch 48: 240/490 Loss: 12.216634
2023-05-22 20:19: Train Epoch 48: 260/490 Loss: 10.846541
2023-05-22 20:19: Train Epoch 48: 280/490 Loss: 12.995422
2023-05-22 20:19: Train Epoch 48: 300/490 Loss: 12.816507
2023-05-22 20:19: Train Epoch 48: 320/490 Loss: 13.222264
2023-05-22 20:19: Train Epoch 48: 340/490 Loss: 12.714994
2023-05-22 20:19: Train Epoch 48: 360/490 Loss: 12.138292
2023-05-22 20:19: Train Epoch 48: 380/490 Loss: 14.078472
2023-05-22 20:19: Train Epoch 48: 400/490 Loss: 12.786020
2023-05-22 20:19: Train Epoch 48: 420/490 Loss: 12.679631
2023-05-22 20:19: Train Epoch 48: 440/490 Loss: 13.586146
2023-05-22 20:19: Train Epoch 48: 460/490 Loss: 12.208008
2023-05-22 20:20: Train Epoch 48: 480/490 Loss: 12.993221
2023-05-22 20:20: **********Train Epoch 48: averaged Loss: 12.772461, tf_ratio: 1.000000
2023-05-22 20:20: **********Val Epoch 48: average Loss: 14.119290
2023-05-22 20:20: Train Epoch 49: 0/490 Loss: 11.676719
2023-05-22 20:20: Train Epoch 49: 20/490 Loss: 12.767381
2023-05-22 20:20: Train Epoch 49: 40/490 Loss: 12.403905
2023-05-22 20:20: Train Epoch 49: 60/490 Loss: 13.914141
2023-05-22 20:20: Train Epoch 49: 80/490 Loss: 11.909751
2023-05-22 20:20: Train Epoch 49: 100/490 Loss: 11.863029
2023-05-22 20:20: Train Epoch 49: 120/490 Loss: 12.869843
2023-05-22 20:20: Train Epoch 49: 140/490 Loss: 13.109848
2023-05-22 20:20: Train Epoch 49: 160/490 Loss: 12.336431
2023-05-22 20:20: Train Epoch 49: 180/490 Loss: 12.882131
2023-05-22 20:20: Train Epoch 49: 200/490 Loss: 13.140554
2023-05-22 20:21: Train Epoch 49: 220/490 Loss: 13.846625
2023-05-22 20:21: Train Epoch 49: 240/490 Loss: 13.264915
2023-05-22 20:21: Train Epoch 49: 260/490 Loss: 12.785097
2023-05-22 20:21: Train Epoch 49: 280/490 Loss: 14.090267
2023-05-22 20:21: Train Epoch 49: 300/490 Loss: 12.425748
2023-05-22 20:21: Train Epoch 49: 320/490 Loss: 11.439492
2023-05-22 20:21: Train Epoch 49: 340/490 Loss: 11.964601
2023-05-22 20:21: Train Epoch 49: 360/490 Loss: 13.747014
2023-05-22 20:21: Train Epoch 49: 380/490 Loss: 11.777598
2023-05-22 20:21: Train Epoch 49: 400/490 Loss: 13.660259
2023-05-22 20:21: Train Epoch 49: 420/490 Loss: 13.278763
2023-05-22 20:21: Train Epoch 49: 440/490 Loss: 14.194693
2023-05-22 20:21: Train Epoch 49: 460/490 Loss: 14.505437
2023-05-22 20:21: Train Epoch 49: 480/490 Loss: 12.946031
2023-05-22 20:21: **********Train Epoch 49: averaged Loss: 12.748163, tf_ratio: 1.000000
2023-05-22 20:22: **********Val Epoch 49: average Loss: 14.183534
2023-05-22 20:22: Train Epoch 50: 0/490 Loss: 13.545060
2023-05-22 20:22: Train Epoch 50: 20/490 Loss: 12.170157
2023-05-22 20:22: Train Epoch 50: 40/490 Loss: 13.445082
2023-05-22 20:22: Train Epoch 50: 60/490 Loss: 11.848273
2023-05-22 20:22: Train Epoch 50: 80/490 Loss: 12.889874
2023-05-22 20:22: Train Epoch 50: 100/490 Loss: 12.461005
2023-05-22 20:22: Train Epoch 50: 120/490 Loss: 12.584054
2023-05-22 20:22: Train Epoch 50: 140/490 Loss: 11.799607
2023-05-22 20:22: Train Epoch 50: 160/490 Loss: 12.923846
2023-05-22 20:22: Train Epoch 50: 180/490 Loss: 11.914415
2023-05-22 20:22: Train Epoch 50: 200/490 Loss: 12.400928
2023-05-22 20:22: Train Epoch 50: 220/490 Loss: 13.889037
2023-05-22 20:23: Train Epoch 50: 240/490 Loss: 12.687116
2023-05-22 20:23: Train Epoch 50: 260/490 Loss: 13.323126
2023-05-22 20:23: Train Epoch 50: 280/490 Loss: 11.790720
2023-05-22 20:23: Train Epoch 50: 300/490 Loss: 12.236200
2023-05-22 20:23: Train Epoch 50: 320/490 Loss: 12.309768
2023-05-22 20:23: Train Epoch 50: 340/490 Loss: 13.988169
2023-05-22 20:23: Train Epoch 50: 360/490 Loss: 12.265266
2023-05-22 20:23: Train Epoch 50: 380/490 Loss: 12.535311
2023-05-22 20:23: Train Epoch 50: 400/490 Loss: 12.199935
2023-05-22 20:23: Train Epoch 50: 420/490 Loss: 12.429902
2023-05-22 20:23: Train Epoch 50: 440/490 Loss: 14.145190
2023-05-22 20:23: Train Epoch 50: 460/490 Loss: 12.515422
2023-05-22 20:23: Train Epoch 50: 480/490 Loss: 12.533392
2023-05-22 20:23: **********Train Epoch 50: averaged Loss: 12.733388, tf_ratio: 1.000000
2023-05-22 20:24: **********Val Epoch 50: average Loss: 14.166945
2023-05-22 20:24: Train Epoch 51: 0/490 Loss: 13.560367
2023-05-22 20:24: Train Epoch 51: 20/490 Loss: 12.580164
2023-05-22 20:24: Train Epoch 51: 40/490 Loss: 13.791637
2023-05-22 20:24: Train Epoch 51: 60/490 Loss: 12.016172
2023-05-22 20:24: Train Epoch 51: 80/490 Loss: 13.221105
2023-05-22 20:24: Train Epoch 51: 100/490 Loss: 11.427548
2023-05-22 20:24: Train Epoch 51: 120/490 Loss: 13.892752
2023-05-22 20:24: Train Epoch 51: 140/490 Loss: 12.063763
2023-05-22 20:24: Train Epoch 51: 160/490 Loss: 12.969854
